item_id,day_offset,true,pred
FOODS_1_004,9,3.0,0.7563086152076721
FOODS_1_004,10,3.0,0.7551515698432922
FOODS_1_004,11,4.0,0.7558372616767883
FOODS_1_004,12,2.0,0.7618550658226013
FOODS_1_004,13,3.0,1.1278669834136963
FOODS_1_004,14,4.0,0.8317179083824158
FOODS_1_004,15,0.0,0.791673481464386
FOODS_1_004,16,7.0,0.7833877205848694
FOODS_1_004,17,7.0,0.7821208834648132
FOODS_1_004,18,1.0,0.7828138470649719
FOODS_1_004,19,5.0,0.7887688279151917
FOODS_1_004,20,6.0,1.1532200574874878
FOODS_1_004,21,2.0,0.8672866225242615
FOODS_1_004,22,5.0,0.8193034529685974
FOODS_1_004,23,1.0,0.8112931847572327
FOODS_1_004,24,2.0,0.8100740313529968
FOODS_1_004,25,1.0,0.8107712864875793
FOODS_1_004,26,1.0,0.8167619109153748
FOODS_1_004,27,3.0,1.179979681968689
FOODS_1_004,28,4.0,0.9214643836021423
FOODS_1_005,1,1.0,1.06279718875885
FOODS_1_005,2,0.0,1.0510663986206055
FOODS_1_005,3,0.0,1.050028681755066
FOODS_1_005,4,0.0,1.0507632493972778
FOODS_1_005,5,1.0,1.0569608211517334
FOODS_1_005,6,3.0,1.4354265928268433
FOODS_1_005,7,4.0,1.1862940788269043
FOODS_1_005,8,2.0,1.15397310256958
FOODS_1_005,9,1.0,1.1474844217300415
FOODS_1_005,10,1.0,1.1459358930587769
FOODS_1_005,11,4.0,1.147404432296753
FOODS_1_005,12,0.0,1.1587584018707275
FOODS_1_005,13,3.0,1.8512938022613525
FOODS_1_005,14,2.0,1.1301414966583252
FOODS_1_005,15,2.0,1.0695757865905762
FOODS_1_005,16,1.0,1.0606818199157715
FOODS_1_005,17,1.0,1.0584750175476074
FOODS_1_005,18,1.0,1.0591713190078735
FOODS_1_005,19,2.0,1.0657684803009033
FOODS_1_005,20,1.0,1.467089056968689
FOODS_1_005,21,11.0,1.1584311723709106
FOODS_1_005,22,0.0,1.0761064291000366
FOODS_1_005,23,0.0,1.065218448638916
FOODS_1_005,24,0.0,1.0629888772964478
FOODS_1_005,25,0.0,1.0639476776123047
FOODS_1_005,26,0.0,1.0716172456741333
FOODS_1_005,27,0.0,1.5331851243972778
FOODS_1_005,28,1.0,1.1819112300872803
FOODS_1_006,1,1.0,1.1917613744735718
FOODS_1_006,2,1.0,1.1825330257415771
FOODS_1_006,3,4.0,1.1816771030426025
FOODS_1_006,4,2.0,1.1823828220367432
FOODS_1_006,5,0.0,1.1893322467803955
FOODS_1_006,6,1.0,1.6153737306594849
FOODS_1_006,7,0.0,1.309287667274475
FOODS_1_006,8,3.0,1.270288348197937
FOODS_1_006,9,2.0,1.2604519128799438
FOODS_1_006,10,0.0,1.2585995197296143
FOODS_1_006,11,0.0,1.2591184377670288
FOODS_1_006,12,5.0,1.2654963731765747
FOODS_1_006,13,3.0,1.653629183769226
FOODS_1_006,14,2.0,1.3300405740737915
FOODS_1_006,15,1.0,1.2888184785842896
FOODS_1_006,16,0.0,1.2752059698104858
FOODS_1_006,17,5.0,1.2742631435394287
FOODS_1_006,18,0.0,1.2762852907180786
FOODS_1_006,19,2.0,1.2932699918746948
FOODS_1_006,20,3.0,2.329955816268921
FOODS_1_006,21,3.0,1.1427855491638184
FOODS_1_006,22,7.0,1.0861438512802124
FOODS_1_006,23,3.0,1.0786240100860596
FOODS_1_006,24,3.0,1.0774829387664795
FOODS_1_006,25,4.0,1.078160047531128
FOODS_1_006,26,0.0,1.083926796913147
FOODS_1_006,27,4.0,1.432144045829773
FOODS_1_006,28,0.0,1.201672911643982
FOODS_1_008,1,0.0,0.743379533290863
FOODS_1_008,2,0.0,0.733167827129364
FOODS_1_008,3,0.0,0.7320279479026794
FOODS_1_008,4,0.0,0.7326701283454895
FOODS_1_008,5,0.0,0.7383580803871155
FOODS_1_008,6,0.0,1.0848417282104492
FOODS_1_008,7,0.0,0.8825410008430481
FOODS_1_008,8,0.0,0.8471304774284363
FOODS_1_008,9,1.0,0.8396231532096863
FOODS_1_008,10,1.0,0.8384869694709778
FOODS_1_008,11,0.0,0.8391656279563904
FOODS_1_008,12,0.0,0.8451021313667297
FOODS_1_008,13,1.0,1.2062819004058838
FOODS_1_008,14,0.0,0.9155630469322205
FOODS_1_008,15,2.0,0.8764480948448181
FOODS_1_008,16,0.0,0.8683199286460876
FOODS_1_008,17,0.0,0.8670811057090759
FOODS_1_008,18,0.0,0.8677732348442078
FOODS_1_008,19,0.0,0.873633086681366
FOODS_1_008,20,0.0,1.2331767082214355
FOODS_1_008,21,1.0,0.9527333378791809
FOODS_1_008,22,0.0,0.9057100415229797
FOODS_1_008,23,0.0,0.8978673815727234
FOODS_1_008,24,0.0,0.8968016505241394
FOODS_1_008,25,0.0,0.8976491093635559
FOODS_1_008,26,0.0,0.9054276347160339
FOODS_1_008,27,0.0,1.3786710500717163
FOODS_1_008,28,0.0,0.9711934924125671
FOODS_1_009,1,0.0,0.6595012545585632
FOODS_1_009,2,0.0,0.651167094707489
FOODS_1_009,3,1.0,0.650002658367157
FOODS_1_009,4,1.0,0.650653064250946
FOODS_1_009,5,1.0,0.6564174294471741
FOODS_1_009,6,1.0,1.0074622631072998
FOODS_1_009,7,1.0,0.8002350926399231
FOODS_1_009,8,1.0,0.7639645934104919
FOODS_1_009,9,4.0,0.7563086152076721
FOODS_1_009,10,0.0,0.7551515698432922
FOODS_1_009,11,0.0,0.7558372616767883
FOODS_1_009,12,0.0,0.7618550658226013
FOODS_1_009,13,4.0,1.1278669834136963
FOODS_1_009,14,5.0,0.8317179083824158
FOODS_1_009,15,2.0,0.791673481464386
FOODS_1_009,16,1.0,0.7833877205848694
FOODS_1_009,17,3.0,0.7821208834648132
FOODS_1_009,18,0.0,0.7828138470649719
FOODS_1_009,19,1.0,0.7887688279151917
FOODS_1_009,20,1.0,1.1532200574874878
FOODS_1_009,21,2.0,0.8672866225242615
FOODS_1_009,22,0.0,0.8193034529685974
FOODS_1_009,23,0.0,0.8112931847572327
FOODS_1_009,24,0.0,0.8100740313529968
FOODS_1_009,25,1.0,0.8107712864875793
FOODS_1_009,26,0.0,0.8167619109153748
FOODS_1_009,27,4.0,1.179979681968689
FOODS_1_009,28,3.0,0.9214643836021423
FOODS_1_010,1,0.0,0.7455199360847473
FOODS_1_010,2,0.0,0.7373500466346741
FOODS_1_010,3,0.0,0.7362112402915955
FOODS_1_010,4,0.0,0.7368534207344055
FOODS_1_010,5,0.0,0.7425363659858704
FOODS_1_010,6,0.0,1.0887846946716309
FOODS_1_010,7,0.0,0.8867387175559998
FOODS_1_010,8,0.0,0.8513736128807068
FOODS_1_010,9,0.0,0.8438794016838074
FOODS_1_010,10,0.0,0.8427812457084656
FOODS_1_010,11,0.0,0.8437431454658508
FOODS_1_010,12,0.0,0.8515655398368835
FOODS_1_010,13,1.0,1.328468918800354
FOODS_1_010,14,0.0,0.8822007775306702
FOODS_1_010,15,1.0,0.8427210450172424
FOODS_1_010,16,0.0,0.8347750306129456
FOODS_1_010,17,0.0,0.8331881165504456
FOODS_1_010,18,0.0,0.8338752388954163
FOODS_1_010,19,0.0,0.8397818207740784
FOODS_1_010,20,0.0,1.2012773752212524
FOODS_1_010,21,0.0,0.9186492562294006
FOODS_1_010,22,2.0,0.8712436556816101
FOODS_1_010,23,0.0,0.8633318543434143
FOODS_1_010,24,0.0,0.8621267676353455
FOODS_1_010,25,0.0,0.8628197312355042
FOODS_1_010,26,2.0,0.8687571883201599
FOODS_1_010,27,0.0,1.2289756536483765
FOODS_1_010,28,0.0,0.9735937714576721
FOODS_1_011,1,2.0,1.0182243585586548
FOODS_1_011,2,0.0,1.0105849504470825
FOODS_1_011,3,0.0,1.00970458984375
FOODS_1_011,4,1.0,1.011343002319336
FOODS_1_011,5,2.0,1.023894190788269
FOODS_1_011,6,0.0,1.790912389755249
FOODS_1_011,7,0.0,1.0251256227493286
FOODS_1_011,8,0.0,0.9911838173866272
FOODS_1_011,9,0.0,0.9839411377906799
FOODS_1_011,10,0.0,0.9829317927360535
FOODS_1_011,11,0.0,0.9842410683631897
FOODS_1_011,12,1.0,0.9943498969078064
FOODS_1_011,13,1.0,1.6114150285720825
FOODS_1_011,14,3.0,0.9749197363853455
FOODS_1_011,15,0.0,0.9364563822746277
FOODS_1_011,16,2.0,0.9286828637123108
FOODS_1_011,17,0.0,0.9271289706230164
FOODS_1_011,18,0.0,0.9278070330619812
FOODS_1_011,19,0.0,0.9336217045783997
FOODS_1_011,20,0.0,1.2897378206253052
FOODS_1_011,21,0.0,1.0131266117095947
FOODS_1_011,22,0.0,0.9667698740959167
FOODS_1_011,23,0.0,0.9590328335762024
FOODS_1_011,24,0.0,0.9578587412834167
FOODS_1_011,25,2.0,0.9585402607917786
FOODS_1_011,26,0.0,0.964388906955719
FOODS_1_011,27,2.0,1.319144606590271
FOODS_1_011,28,1.0,1.0695222616195679
FOODS_1_012,1,3.0,1.3124998807907104
FOODS_1_012,2,2.0,1.2996779680252075
FOODS_1_012,3,4.0,1.2979024648666382
FOODS_1_012,4,3.0,1.2986661195755005
FOODS_1_012,5,2.0,1.3065825700759888
FOODS_1_012,6,1.0,1.788295030593872
FOODS_1_012,7,3.0,1.4261118173599243
FOODS_1_012,8,1.0,1.3681541681289673
FOODS_1_012,9,6.0,1.3526872396469116
FOODS_1_012,10,0.0,1.347779631614685
FOODS_1_012,11,1.0,1.3487659692764282
FOODS_1_012,12,6.0,1.3559778928756714
FOODS_1_012,13,0.0,1.797300100326538
FOODS_1_012,14,2.0,1.4656161069869995
FOODS_1_012,15,0.0,1.3413258790969849
FOODS_1_012,16,3.0,1.3250013589859009
FOODS_1_012,17,4.0,1.323853611946106
FOODS_1_012,18,0.0,1.3249105215072632
FOODS_1_012,19,2.0,1.334396481513977
FOODS_1_012,20,1.0,1.9197032451629639
FOODS_1_012,21,0.0,1.3489450216293335
FOODS_1_012,22,1.0,1.2848206758499146
FOODS_1_012,23,4.0,1.2751656770706177
FOODS_1_012,24,7.0,1.2721244096755981
FOODS_1_012,25,6.0,1.2731900215148926
FOODS_1_012,26,5.0,1.2821484804153442
FOODS_1_012,27,3.0,1.7985937595367432
FOODS_1_012,28,8.0,1.5724982023239136
FOODS_1_013,1,0.0,1.6215463876724243
FOODS_1_013,2,0.0,1.6132007837295532
FOODS_1_013,3,0.0,1.6122957468032837
FOODS_1_013,4,0.0,1.612881064414978
FOODS_1_013,5,3.0,1.6178699731826782
FOODS_1_013,6,1.0,1.9184238910675049
FOODS_1_013,7,0.0,1.8020732402801514
FOODS_1_013,8,0.0,1.7305986881256104
FOODS_1_013,9,0.0,1.719632863998413
FOODS_1_013,10,0.0,1.7182916402816772
FOODS_1_013,11,0.0,1.7216413021087646
FOODS_1_013,12,0.0,1.7460944652557373
FOODS_1_013,13,3.0,3.2324178218841553
FOODS_1_013,14,0.0,1.4158002138137817
FOODS_1_013,15,0.0,1.4044491052627563
FOODS_1_013,16,5.0,1.3670190572738647
FOODS_1_013,17,3.0,1.365332007408142
FOODS_1_013,18,2.0,1.3661779165267944
FOODS_1_013,19,3.0,1.3733381032943726
FOODS_1_013,20,1.0,1.8121368885040283
FOODS_1_013,21,2.0,1.4275416135787964
FOODS_1_013,22,2.0,1.3745239973068237
FOODS_1_013,23,0.0,1.3686453104019165
FOODS_1_013,24,0.0,1.3661047220230103
FOODS_1_013,25,0.0,1.366862416267395
FOODS_1_013,26,0.0,1.3731850385665894
FOODS_1_013,27,0.0,1.7554833889007568
FOODS_1_013,28,0.0,1.5031601190567017
FOODS_1_014,1,2.0,1.0966434478759766
FOODS_1_014,2,5.0,1.0574791431427002
FOODS_1_014,3,0.0,1.0557712316513062
FOODS_1_014,4,4.0,1.0564186573028564
FOODS_1_014,5,2.0,1.0619230270385742
FOODS_1_014,6,0.0,1.391743540763855
FOODS_1_014,7,5.0,1.261651635169983
FOODS_1_014,8,0.0,1.1582159996032715
FOODS_1_014,9,0.0,1.1499135494232178
FOODS_1_014,10,0.0,1.148285984992981
FOODS_1_014,11,0.0,1.1491665840148926
FOODS_1_014,12,2.0,1.1566417217254639
FOODS_1_014,13,2.0,1.6112655401229858
FOODS_1_014,14,4.0,1.2097879648208618
FOODS_1_014,15,1.0,1.151985764503479
FOODS_1_014,16,1.0,1.140474557876587
FOODS_1_014,17,1.0,1.1390101909637451
FOODS_1_014,18,0.0,1.139791488647461
FOODS_1_014,19,1.0,1.1462454795837402
FOODS_1_014,20,0.0,1.5419496297836304
FOODS_1_014,21,1.0,1.2096604108810425
FOODS_1_014,22,2.0,1.168472409248352
FOODS_1_014,23,5.0,1.1585721969604492
FOODS_1_014,24,0.0,1.1554663181304932
FOODS_1_014,25,3.0,1.156980276107788
FOODS_1_014,26,2.0,1.1683109998703003
FOODS_1_014,27,3.0,1.8602893352508545
FOODS_1_014,28,0.0,1.1818474531173706
FOODS_1_015,1,0.0,0.8770380616188049
FOODS_1_015,2,2.0,0.8691166043281555
FOODS_1_015,3,1.0,0.8680539727210999
FOODS_1_015,4,2.0,0.8686413168907166
FOODS_1_015,5,0.0,0.8742169737815857
FOODS_1_015,6,2.0,1.2133562564849854
FOODS_1_015,7,0.0,1.0272891521453857
FOODS_1_015,8,0.0,0.9821465611457825
FOODS_1_015,9,2.0,0.9748777747154236
FOODS_1_015,10,1.0,0.9737967848777771
FOODS_1_015,11,1.0,0.9745904803276062
FOODS_1_015,12,4.0,0.9812585711479187
FOODS_1_015,13,0.0,1.3875066041946411
FOODS_1_015,14,0.0,1.034561038017273
FOODS_1_015,15,1.0,0.9967479109764099
FOODS_1_015,16,1.0,0.9888556599617004
FOODS_1_015,17,0.0,0.9877802729606628
FOODS_1_015,18,0.0,0.9890612959861755
FOODS_1_015,19,0.0,0.999095618724823
FOODS_1_015,20,0.0,1.6157163381576538
FOODS_1_015,21,1.0,0.9886202216148376
FOODS_1_015,22,2.0,0.9419930577278137
FOODS_1_015,23,0.0,0.9342147707939148
FOODS_1_015,24,2.0,0.9331375956535339
FOODS_1_015,25,0.0,0.9338330626487732
FOODS_1_015,26,1.0,0.9405692219734192
FOODS_1_015,27,16.0,1.3498862981796265
FOODS_1_015,28,0.0,1.0275077819824219
FOODS_1_016,1,2.0,0.743523895740509
FOODS_1_016,2,0.0,0.73331218957901
FOODS_1_016,3,1.0,0.732173502445221
FOODS_1_016,4,4.0,0.7328487038612366
FOODS_1_016,5,0.0,0.7385770678520203
FOODS_1_016,6,0.0,1.0855152606964111
FOODS_1_016,7,0.0,0.9122539162635803
FOODS_1_016,8,0.0,0.8387463688850403
FOODS_1_016,9,0.0,0.8304764628410339
FOODS_1_016,10,0.0,0.8278107047080994
FOODS_1_016,11,1.0,0.828575074672699
FOODS_1_016,12,1.0,0.8354476094245911
FOODS_1_016,13,4.0,1.2515671253204346
FOODS_1_016,14,0.0,0.9066255688667297
FOODS_1_016,15,0.0,0.8412573933601379
FOODS_1_016,16,0.0,0.8330637812614441
FOODS_1_016,17,1.0,0.8318137526512146
FOODS_1_016,18,1.0,0.8325009942054749
FOODS_1_016,19,0.0,0.8384069800376892
FOODS_1_016,20,0.0,1.1999850273132324
FOODS_1_016,21,0.0,0.9172677397727966
FOODS_1_016,22,0.0,0.8698459267616272
FOODS_1_016,23,0.0,0.8619310259819031
FOODS_1_016,24,2.0,0.8607270121574402
FOODS_1_016,25,0.0,0.8614189028739929
FOODS_1_016,26,1.0,0.8673582673072815
FOODS_1_016,27,1.0,1.2276564836502075
FOODS_1_016,28,0.0,0.9721924662590027
FOODS_1_017,1,2.0,0.9417185187339783
FOODS_1_017,2,0.0,0.9321712851524353
FOODS_1_017,3,1.0,0.9307741522789001
FOODS_1_017,4,1.0,0.9314016699790955
FOODS_1_017,5,1.0,0.9369307160377502
FOODS_1_017,6,3.0,1.2727376222610474
FOODS_1_017,7,0.0,1.0902976989746094
FOODS_1_017,8,0.0,1.0526026487350464
FOODS_1_017,9,2.0,1.0367677211761475
FOODS_1_017,10,0.0,1.0351223945617676
FOODS_1_017,11,3.0,1.0361779928207397
FOODS_1_017,12,2.0,1.044911503791809
FOODS_1_017,13,1.0,1.5771061182022095
FOODS_1_017,14,0.0,1.0629838705062866
FOODS_1_017,15,0.0,1.0136290788650513
FOODS_1_017,16,1.0,1.0059951543807983
FOODS_1_017,17,0.0,1.004574179649353
FOODS_1_017,18,5.0,1.0052601099014282
FOODS_1_017,19,0.0,1.0118998289108276
FOODS_1_017,20,1.0,1.416519045829773
FOODS_1_017,21,0.0,1.092769742012024
FOODS_1_017,22,3.0,1.023324728012085
FOODS_1_017,23,2.0,1.0137357711791992
FOODS_1_017,24,3.0,1.012614369392395
FOODS_1_017,25,2.0,1.0135856866836548
FOODS_1_017,26,0.0,1.021188735961914
FOODS_1_017,27,1.0,1.4858473539352417
FOODS_1_017,28,4.0,1.087974190711975
FOODS_1_018,1,9.0,18.479631423950195
FOODS_1_018,2,9.0,18.4890079498291
FOODS_1_018,3,3.0,18.490537643432617
FOODS_1_018,4,6.0,18.490283966064453
FOODS_1_018,5,1.0,18.487680435180664
FOODS_1_018,6,9.0,18.339950561523438
FOODS_1_018,7,2.0,18.489530563354492
FOODS_1_018,8,5.0,18.69281768798828
FOODS_1_018,9,2.0,18.709749221801758
FOODS_1_018,10,7.0,18.710201263427734
FOODS_1_018,11,12.0,18.703659057617188
FOODS_1_018,12,24.0,18.659160614013672
FOODS_1_018,13,23.0,17.730541229248047
FOODS_1_018,14,7.0,19.832651138305664
FOODS_1_018,15,3.0,19.88193130493164
FOODS_1_018,16,3.0,19.89152717590332
FOODS_1_018,17,10.0,19.892858505249023
FOODS_1_018,18,4.0,19.890703201293945
FOODS_1_018,19,7.0,19.874980926513672
FOODS_1_018,20,8.0,18.991107940673828
FOODS_1_018,21,15.0,19.778709411621094
FOODS_1_018,22,5.0,20.421354293823242
FOODS_1_018,23,11.0,20.444013595581055
FOODS_1_018,24,6.0,20.453454971313477
FOODS_1_018,25,17.0,20.49372100830078
FOODS_1_018,26,11.0,20.752408981323242
FOODS_1_018,27,13.0,25.915367126464844
FOODS_1_018,28,11.0,8.84206771850586
FOODS_1_019,1,2.0,5.4317779541015625
FOODS_1_019,2,2.0,5.380077362060547
FOODS_1_019,3,0.0,5.380005359649658
FOODS_1_019,4,3.0,5.38248872756958
FOODS_1_019,5,11.0,5.399474620819092
FOODS_1_019,6,24.0,6.465161323547363
FOODS_1_019,7,21.0,5.540440559387207
FOODS_1_019,8,0.0,5.194618225097656
FOODS_1_019,9,0.0,5.183054447174072
FOODS_1_019,10,0.0,5.183148384094238
FOODS_1_019,11,6.0,5.186685085296631
FOODS_1_019,12,5.0,5.211270332336426
FOODS_1_019,13,9.0,6.803035736083984
FOODS_1_019,14,1.0,4.855079174041748
FOODS_1_019,15,12.0,4.84981632232666
FOODS_1_019,16,0.0,4.8451313972473145
FOODS_1_019,17,1.0,4.844956874847412
FOODS_1_019,18,0.0,4.846799850463867
FOODS_1_019,19,21.0,4.859185695648193
FOODS_1_019,20,5.0,5.640510082244873
FOODS_1_019,21,16.0,4.876162528991699
FOODS_1_019,22,6.0,4.7337775230407715
FOODS_1_019,23,10.0,4.7038254737854
FOODS_1_019,24,9.0,4.7027130126953125
FOODS_1_019,25,0.0,4.706079483032227
FOODS_1_019,26,18.0,4.737660884857178
FOODS_1_019,27,11.0,6.733808994293213
FOODS_1_019,28,12.0,4.45114803314209
FOODS_1_020,1,1.0,1.0256133079528809
FOODS_1_020,2,1.0,1.011218786239624
FOODS_1_020,3,2.0,1.0101547241210938
FOODS_1_020,4,2.0,1.010779857635498
FOODS_1_020,5,2.0,1.016255259513855
FOODS_1_020,6,5.0,1.3479398488998413
FOODS_1_020,7,1.0,1.1790928840637207
FOODS_1_020,8,2.0,1.1260019540786743
FOODS_1_020,9,0.0,1.1158448457717896
FOODS_1_020,10,0.0,1.1137924194335938
FOODS_1_020,11,0.0,1.1149096488952637
FOODS_1_020,12,0.0,1.1235930919647217
FOODS_1_020,13,3.0,1.6496812105178833
FOODS_1_020,14,0.0,1.1773430109024048
FOODS_1_020,15,1.0,1.082819938659668
FOODS_1_020,16,2.0,1.0755877494812012
FOODS_1_020,17,1.0,1.073786973953247
FOODS_1_020,18,3.0,1.074690580368042
FOODS_1_020,19,3.0,1.0821565389633179
FOODS_1_020,20,2.0,1.5419317483901978
FOODS_1_020,21,2.0,1.1244462728500366
FOODS_1_020,22,0.0,1.079314947128296
FOODS_1_020,23,1.0,1.0720329284667969
FOODS_1_020,24,4.0,1.070693016052246
FOODS_1_020,25,1.0,1.0719493627548218
FOODS_1_020,26,5.0,1.0819672346115112
FOODS_1_020,27,2.0,1.6911810636520386
FOODS_1_020,28,0.0,1.1109862327575684
FOODS_1_021,1,0.0,1.1970603466033936
FOODS_1_021,2,0.0,1.158139944076538
FOODS_1_021,3,0.0,1.1571704149246216
FOODS_1_021,4,2.0,1.1581838130950928
FOODS_1_021,5,1.0,1.1662245988845825
FOODS_1_021,6,1.0,1.6581977605819702
FOODS_1_021,7,2.0,1.256866693496704
FOODS_1_021,8,3.0,1.2297630310058594
FOODS_1_021,9,3.0,1.2169413566589355
FOODS_1_021,10,0.0,1.2156944274902344
FOODS_1_021,11,0.0,1.216993808746338
FOODS_1_021,12,0.0,1.2267223596572876
FOODS_1_021,13,0.0,1.8218872547149658
FOODS_1_021,14,0.0,1.230663537979126
FOODS_1_021,15,0.0,1.171558141708374
FOODS_1_021,16,0.0,1.16231369972229
FOODS_1_021,17,0.0,1.1613878011703491
FOODS_1_021,18,1.0,1.1623586416244507
FOODS_1_021,19,0.0,1.173757553100586
FOODS_1_021,20,0.0,1.8654677867889404
FOODS_1_021,21,0.0,1.211286187171936
FOODS_1_021,22,0.0,1.0663938522338867
FOODS_1_021,23,0.0,1.0568938255310059
FOODS_1_021,24,0.0,1.0557475090026855
FOODS_1_021,25,0.0,1.056504487991333
FOODS_1_021,26,0.0,1.0621470212936401
FOODS_1_021,27,0.0,1.4113692045211792
FOODS_1_021,28,0.0,1.1674561500549316
FOODS_1_022,1,0.0,0.6595012545585632
FOODS_1_022,2,1.0,0.651167094707489
FOODS_1_022,3,0.0,0.650003969669342
FOODS_1_022,4,0.0,0.6506542563438416
FOODS_1_022,5,0.0,0.6564174294471741
FOODS_1_022,6,0.0,1.0074622631072998
FOODS_1_022,7,0.0,0.8002365231513977
FOODS_1_022,8,0.0,0.7639657855033875
FOODS_1_022,9,1.0,0.7563096880912781
FOODS_1_022,10,0.0,0.7551515698432922
FOODS_1_022,11,0.0,0.7558372616767883
FOODS_1_022,12,0.0,0.7618576884269714
FOODS_1_022,13,0.0,1.1278669834136963
FOODS_1_022,14,1.0,0.8317179083824158
FOODS_1_022,15,0.0,0.791673481464386
FOODS_1_022,16,0.0,0.7833877205848694
FOODS_1_022,17,0.0,0.7821235060691833
FOODS_1_022,18,0.0,0.7828138470649719
FOODS_1_022,19,0.0,0.7887688279151917
FOODS_1_022,20,0.0,1.1532211303710938
FOODS_1_022,21,0.0,0.8672880530357361
FOODS_1_022,22,0.0,0.8193046450614929
FOODS_1_022,23,0.0,0.8112931847572327
FOODS_1_022,24,0.0,0.8100764155387878
FOODS_1_022,25,0.0,0.8107724785804749
FOODS_1_022,26,0.0,0.8167619109153748
FOODS_1_022,27,0.0,1.1799808740615845
FOODS_1_022,28,0.0,0.9214643836021423
